"obs_id"	"Y"	"delta"	"T"
103	1.19032506264658	1	1.19032506264658
104	1.66805771664716	0	2.12496293496706
105	1.33511595682558	1	1.33511595682558
106	1.3147574983283	1	1.3147574983283
107	1.2019260972878	0	1.45014727165926
108	1.45452793609351	0	1.72928546078292
109	1.24561738825084	1	1.24561738825084
110	2.15855794448887	1	2.15855794448887
111	1.85669398319571	1	1.85669398319571
112	1.81761547424858	1	1.81761547424858
113	1.326446649878	1	1.326446649878
114	0.943561522844248	0	2.35166843901745
115	1.25936910289805	0	2.42016785234206
116	0.645933276306163	1	0.645933276306163
117	1.40587793981256	1	1.40587793981256
118	0.990553957065567	0	1.29716437385025
119	1.70683214986231	0	3.06513322330121
120	1.05161067177076	0	2.9626382592406
121	1.5608496340923	0	2.27925188062276
122	0.730650692488343	1	0.730650692488343
123	2.64394234858648	1	2.64394234858648
124	2.64525286772053	1	2.64525286772053
125	0.719232576871819	1	0.719232576871819
126	0.920709067149051	1	0.920709067149051
127	1.00757020446938	0	1.09159946458405
128	1.06505973581055	1	1.06505973581055
129	1.20608027586715	1	1.20608027586715
130	0.380457771491845	1	0.380457771491845
131	1.23333206119529	1	1.23333206119529
132	2.04941906807514	1	2.04941906807514
133	1.48633148152847	0	2.00312018970131
134	1.79497031899169	0	2.28235001896024
135	1.49844871646725	0	1.67581299532129
136	1.33864015655787	1	1.33864015655787
137	0.958327375468798	0	2.38601295841812
138	1.21649370447733	0	2.20213607855445
139	1.75267219953535	1	1.75267219953535
140	2.19410663189366	0	2.70018103916953
141	2.10985592354555	0	2.46826549624109
142	1.40102071408438	1	1.40102071408438
143	1.33298042096198	0	2.65504054009138
144	1.94448415288126	1	1.94448415288126
145	1.24367099596187	0	2.3108727352325
146	2.19560789397016	1	2.19560789397016
147	1.17676762347862	1	1.17676762347862
148	0.835824914913561	1	0.835824914913561
149	1.59497705354821	0	2.25201304404173
150	1.68494028005509	1	1.68494028005509
151	0.794341359392265	1	0.794341359392265
152	1.17001581682358	0	1.20478992898818
153	1.29778057309333	0	2.01146355007228
154	1.59321030818857	0	2.07656915019949
155	1.97537188932699	1	1.97537188932699
156	1.06387727366295	0	2.55171776179371
157	1.58959868890188	1	1.58959868890188
158	0.865302757439204	0	1.79802431432125
159	1.649524753429	0	2.48340991173285
160	1.47802462772778	1	1.47802462772778
161	1.25820776557084	0	1.73469135476233
162	1.47229095385571	1	1.47229095385571
163	0.969796881365819	1	0.969796881365819
164	1.54044406738598	0	1.5445533519784
165	1.02021532735322	0	2.08924753528237
166	1.2261655656714	0	1.30935402455899
167	2.46688251556363	0	2.61342275913676
168	0.831217547278939	1	0.831217547278939
169	2.65916088848375	0	2.86991804564249
170	1.21831168409437	0	1.24620805440369
171	1.76458462239243	0	2.17903878612174
172	0.401357057201345	1	0.401357057201345
173	1.97035486374686	1	1.97035486374686
174	1.84338581663589	1	1.84338581663589
175	1.31916935573332	0	2.21965338567515
176	1.61633591462636	1	1.61633591462636
177	1.67808384396478	1	1.67808384396478
178	1.15424798177335	1	1.15424798177335
179	1.58820717344373	1	1.58820717344373
180	2.07408608849989	1	2.07408608849989
181	1.29906478953752	1	1.29906478953752
182	1.8707219152106	0	2.7277251446163
183	1.48289368868805	0	1.82815541696564
184	1.51263329289767	1	1.51263329289767
185	2.00370850255247	0	2.4246719576827
186	1.54389043964911	0	2.37884228908828
187	1.37382696956237	1	1.37382696956237
188	2.56608738267612	1	2.56608738267612
189	0.686502069012701	1	0.686502069012701
190	1.65150875821038	1	1.65150875821038
191	2.25785188531969	0	2.99505051059744
192	1.65555269122922	1	1.65555269122922
193	1.4248484344082	0	1.98141935863504
194	1.49660094513558	0	2.90928570472596
195	1.85795158005978	1	1.85795158005978
196	1.69519050842617	0	1.92812500499665
197	1.42366279530339	0	1.70014386488135
198	0.934660277742546	1	0.934660277742546
199	1.42236024902353	1	1.42236024902353
200	1.23562302663922	0	2.09366343442594
201	1.45978356077801	0	2.36951839306296
202	1.23728096794929	1	1.23728096794929
203	1.15955683612265	0	1.5122728597679
204	2.22051203407418	1	2.22051203407418
205	1.8322539471422	1	1.8322539471422
206	0.67629312352046	1	0.67629312352046
207	1.83470190248769	1	1.83470190248769
208	0.940056687477045	0	1.85611350833494
209	1.3260378845418	1	1.3260378845418
210	1.41542339528445	0	4.36252083622416
211	1.22305346787336	1	1.22305346787336
212	1.79970115041958	1	1.79970115041958
213	2.31504457822219	1	2.31504457822219
214	0.878195749977604	0	1.64459820550347
215	1.35197432350602	1	1.35197432350602
216	1.15200160196517	0	2.0476080283614
217	2.20085506770441	1	2.20085506770441
218	1.25349715759131	1	1.25349715759131
219	2.30320318004582	0	3.16680872550136
220	2.66218556482335	1	2.66218556482335
221	1.76582681729924	0	2.10507041976421
222	1.31136429307051	0	2.8690110083
223	1.61573106099496	1	1.61573106099496
224	0.410649048512845	1	0.410649048512845
225	0.57436046494001	1	0.57436046494001
226	0.941815463406965	0	2.83769278798315
227	1.13201486836067	1	1.13201486836067
228	1.72089603170287	0	2.65398000418714
229	0.967602427909151	0	1.05295295856587
230	1.25465125148185	0	2.53846001425022
231	0.948935912307352	0	1.88218998622187
232	1.29235023381189	0	2.13589796048938
233	0.937965016182338	1	0.937965016182338
234	1.59547886644024	0	2.23219263029762
235	0.76673820055749	1	0.76673820055749
236	0.704934304662581	1	0.704934304662581
237	1.96686850721482	0	1.99977848763131
238	1.94992460807741	1	1.94992460807741
239	2.14424869683106	0	3.72826113671981
240	1.46064576292652	1	1.46064576292652
241	0.61602842187801	1	0.61602842187801
242	0.75705297271358	1	0.75705297271358
243	1.29540948816404	1	1.29540948816404
244	0.862473093201976	1	0.862473093201976
245	1.59749760598753	1	1.59749760598753
246	1.05374140310567	0	1.47061662164068
247	0.963722300338737	1	0.963722300338737
248	1.65327411293983	0	2.08358629501766
249	2.52448388795834	0	3.10408218326106
250	1.3316399236738	1	1.3316399236738
251	0.540911511040035	1	0.540911511040035
252	2.45625755415627	1	2.45625755415627
253	0.818616949231364	0	2.02761328852568
254	1.54767283500638	0	1.65548807554682
255	1.54249894439235	1	1.54249894439235
256	1.12670522409981	1	1.12670522409981
257	3.24520852022339	0	3.38644938639513
258	1.72008290186524	0	2.62407031054689
259	0.926288590384647	0	3.0274868201306
260	1.06742965125479	0	1.14783654873363
261	2.2906604110161	1	2.2906604110161
262	1.22791826228679	1	1.22791826228679
263	2.52462993861176	0	2.73022581784542
264	1.0057437347807	0	1.63438819224987
265	0.912194221494719	0	2.18565344794749
266	1.89589537452441	0	2.29700765242058
267	0.908573484593071	0	1.23302411888452
268	2.44245315721724	0	3.28056383539078
269	1.87121610937349	1	1.87121610937349
270	0.887212520497851	0	1.37279185009465
271	1.88957907224074	0	2.73731608440747
272	0.654477256411018	1	0.654477256411018
273	1.4147456065518	1	1.4147456065518
274	1.07321465765126	0	1.55900738436784
275	1.71251462558376	1	1.71251462558376
276	0.831727586084711	1	0.831727586084711
277	1.28349941117223	0	2.51751648598911
278	2.2124857783597	0	2.62759511502527
279	1.52913382111583	0	2.12653288016109
280	1.10793130090818	1	1.10793130090818
281	2.16822269598406	1	2.16822269598406
282	1.41939327671658	0	1.46565036225006
283	1.18409336766228	0	1.82480945998113
284	1.58842928914261	1	1.58842928914261
285	2.08607289863806	1	2.08607289863806
286	0.74714265975061	1	0.74714265975061
287	1.89927585701789	1	1.89927585701789
288	1.88688963609036	1	1.88688963609036
289	2.1749491762055	1	2.1749491762055
290	1.40185977414716	0	2.65673942193602
291	2.28457422815885	1	2.28457422815885
292	0.939802670227841	1	0.939802670227841
293	0.982967876163311	0	1.03305780463147
294	1.37891068610828	0	1.9917990294272
295	0.47543445377699	1	0.47543445377699
296	0.92116509607605	1	0.92116509607605
297	2.23261173906005	1	2.23261173906005
298	1.79399720174617	1	1.79399720174617
299	1.23571596951522	1	1.23571596951522
300	0.784905530606828	1	0.784905530606828
301	0.973894300116226	0	1.73708972933262
302	1.55872783335154	1	1.55872783335154
303	1.4238604281185	1	1.4238604281185
304	1.9640218101444	1	1.9640218101444
305	0.76765629499837	1	0.76765629499837
306	1.45569871370681	0	2.42091629505409
307	1.09683461370412	0	2.25837693256449
308	0.618005036771873	1	0.618005036771873
309	1.77615960916546	1	1.77615960916546
310	1.72002328349743	0	3.28208380416081
311	1.59445466227876	1	1.59445466227876
312	1.69196612912758	1	1.69196612912758
313	1.42323367639445	0	2.13751625755763
314	0.898352849637158	0	1.80004444183557
315	1.2069031052338	0	1.65161188712398
316	1.21996657162905	0	1.6776960519463
317	0.77903683674918	1	0.77903683674918
318	1.30018918733046	1	1.30018918733046
319	0.967548235047942	1	0.967548235047942
320	1.06160188153816	1	1.06160188153816
321	1.3064247956042	1	1.3064247956042
322	1.35367576692069	1	1.35367576692069
323	2.13036842861213	0	2.5930723512269
324	1.24382990942124	1	1.24382990942124
325	2.78581433350882	1	2.78581433350882
326	1.38640231947415	0	2.35203911208644
327	2.02893333924816	1	2.02893333924816
328	0.982003592396092	1	0.982003592396092
329	1.17830948605458	1	1.17830948605458
330	1.52046623401332	1	1.52046623401332
331	2.01608889413061	1	2.01608889413061
332	1.52079609280117	1	1.52079609280117
333	2.13107310157825	1	2.13107310157825
334	2.01632128664292	0	2.17622449478696
335	1.36368887373712	0	1.86712909050118
336	0.948221496520564	0	1.09689088071207
337	1.95488156133025	1	1.95488156133025
338	2.31149877762539	1	2.31149877762539
339	0.419783322036633	1	0.419783322036633
340	1.23538335468437	1	1.23538335468437
341	1.68283815989462	1	1.68283815989462
342	1.30017813942395	0	1.65945813588596
343	2.70591954303521	1	2.70591954303521
344	1.54107767205693	1	1.54107767205693
345	1.4823992804107	1	1.4823992804107
346	1.09008274149026	1	1.09008274149026
347	1.20923202578765	1	1.20923202578765
348	0.982675508910737	1	0.982675508910737
349	2.03035885701647	1	2.03035885701647
350	2.21039663773212	1	2.21039663773212
351	1.61980039520655	0	1.78845145024866
352	2.5628047355311	0	2.57715355656887
353	1.2313245938113	0	2.28429624232816
354	0.853690474708565	0	1.47232467514061
355	0.914668184723705	0	1.29067231139849
356	1.26469992683269	0	1.37951765445147
357	1.91199119011643	1	1.91199119011643
358	0.945975362915731	1	0.945975362915731
359	2.50420675771311	0	3.20330531450666
360	1.07817356974539	1	1.07817356974539
361	0.82710535813123	0	0.993910113288524
362	1.80846652530599	0	1.89126376136163
363	1.31000382997096	0	2.60583087825395
364	2.66080478297081	0	3.52764987551169
365	2.66102382579322	1	2.66102382579322
366	1.84716850783385	1	1.84716850783385
367	1.045375475646	0	2.35857356657127
368	1.5224993126886	0	3.05056218070575
369	1.4438991986971	1	1.4438991986971
370	0.349334379550121	1	0.349334379550121
371	1.55440245537553	0	2.21480319482425
372	1.97265444500733	1	1.97265444500733
373	1.9552570435662	1	1.9552570435662
374	2.40417554002128	1	2.40417554002128
375	0.762577200276325	1	0.762577200276325
376	1.30192044726107	0	1.49235539940604
377	1.82077839154284	0	1.87799922067024
378	0.872368911868022	1	0.872368911868022
379	1.77383746714645	1	1.77383746714645
380	1.19263871726114	0	2.09274844261715
381	1.58091037437546	1	1.58091037437546
382	2.64859128946288	1	2.64859128946288
383	0.963985456926748	0	1.3090646657111
384	1.6431361343537	1	1.6431361343537
385	1.76515402341383	1	1.76515402341383
386	1.04807667530142	0	2.73307595098719
387	1.46289603044478	1	1.46289603044478
388	0.746978933186804	1	0.746978933186804
389	1.54150114360158	1	1.54150114360158
390	1.26944314911162	1	1.26944314911162
391	1.68383979781289	1	1.68383979781289
392	1.23447907879177	1	1.23447907879177
393	1.23280358076103	1	1.23280358076103
394	0.697991044003331	1	0.697991044003331
395	1.91691539205145	0	2.80908362047401
396	1.04508615854196	0	1.95768424566398
397	1.90534191575833	0	2.54670270269097
398	0.269366889770523	1	0.269366889770523
399	0.693721133194548	1	0.693721133194548
400	2.05370751324575	0	2.22273690923472
